"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031062200","Census Tract 622, Cook County, Illinois","2216","null","224","null","22","null","33","null","72","21","null","null","236","85","null","null","176","81","null","null","246","null","116","null","156","null","77","null","313","null","102","null","181","67","null","null","245","101","null","null","401","null","130","null","133","null","66","null","35","null","31","null",
"1400000US17031062300","Census Tract 623, Cook County, Illinois","1008","null","155","null","6","null","8","null","16","20","null","null","48","48","null","null","99","69","null","null","92","null","52","null","76","null","40","null","322","null","107","null","41","51","null","null","82","50","null","null","127","null","92","null","61","null","35","null","38","null","37","null",
"1400000US17031062400","Census Tract 624, Cook County, Illinois","1120","null","158","null","11","null","17","null","6","10","null","null","40","28","null","null","126","52","null","null","187","null","82","null","88","null","45","null","184","null","66","null","103","65","null","null","83","44","null","null","182","null","82","null","110","null","59","null","0","null","11","null",
"1400000US17031062500","Census Tract 625, Cook County, Illinois","921","null","127","null","0","null","11","null","27","25","null","null","0","11","null","null","26","24","null","null","152","null","60","null","57","null","39","null","212","null","72","null","61","33","null","null","87","38","null","null","133","null","53","null","147","null","66","null","19","null","26","null",
"1400000US17031062600","Census Tract 626, Cook County, Illinois","1169","null","133","null","0","null","11","null","46","55","null","null","53","34","null","null","86","48","null","null","193","null","68","null","33","null","19","null","234","null","78","null","82","40","null","null","151","55","null","null","201","null","78","null","72","null","48","null","18","null","22","null",
"1400000US17031062700","Census Tract 627, Cook County, Illinois","1565","null","218","null","14","null","16","null","47","53","null","null","68","56","null","null","119","75","null","null","321","null","134","null","71","null","58","null","299","null","116","null","92","58","null","null","124","80","null","null","233","null","87","null","177","null","97","null","0","null","11","null",
"1400000US17031062800","Census Tract 628, Cook County, Illinois","2342","null","260","null","106","null","114","null","42","33","null","null","83","43","null","null","185","71","null","null","237","null","112","null","204","null","86","null","411","null","126","null","189","75","null","null","195","59","null","null","328","null","113","null","263","null","104","null","99","null","70","null",
"1400000US17031062900","Census Tract 629, Cook County, Illinois","2918","null","376","null","57","null","40","null","162","103","null","null","99","64","null","null","191","102","null","null","450","null","163","null","402","null","137","null","808","null","225","null","73","51","null","null","324","134","null","null","113","null","57","null","192","null","101","null","47","null","47","null",
"1400000US17031063000","Census Tract 630, Cook County, Illinois","2460","null","267","null","103","null","64","null","187","130","null","null","115","67","null","null","160","83","null","null","415","null","160","null","247","null","99","null","666","null","162","null","115","57","null","null","104","85","null","null","204","null","89","null","120","null","57","null","24","null","31","null",
"1400000US17031063100","Census Tract 631, Cook County, Illinois","1720","null","182","null","17","null","19","null","36","42","null","null","68","49","null","null","110","61","null","null","225","null","96","null","158","null","82","null","453","null","136","null","104","52","null","null","207","100","null","null","164","null","69","null","178","null","83","null","0","null","11","null",
"1400000US17031063200","Census Tract 632, Cook County, Illinois","3922","null","422","null","26","null","41","null","148","144","null","null","175","152","null","null","400","227","null","null","514","null","231","null","238","null","151","null","851","null","265","null","322","185","null","null","354","175","null","null","418","null","216","null","325","null","146","null","151","null","89","null",
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","1749","null","269","null","22","null","36","null","13","17","null","null","31","41","null","null","57","48","null","null","210","null","129","null","136","null","75","null","524","null","232","null","84","47","null","null","150","62","null","null","224","null","97","null","231","null","130","null","67","null","44","null",
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","2945","null","296","null","0","null","11","null","58","53","null","null","138","93","null","null","177","110","null","null","238","null","94","null","328","null","194","null","714","null","185","null","181","99","null","null","295","130","null","null","356","null","206","null","300","null","153","null","160","null","101","null",
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","532","null","86","null","14","null","32","null","4","6","null","null","12","15","null","null","82","20","null","null","107","null","56","null","23","null","20","null","131","null","30","null","11","18","null","null","49","46","null","null","43","null","48","null","56","null","35","null","0","null","11","null",
"1400000US17031063400","Census Tract 634, Cook County, Illinois","1414","null","238","null","11","null","16","null","21","25","null","null","28","25","null","null","155","87","null","null","178","null","73","null","91","null","86","null","294","null","112","null","139","77","null","null","84","46","null","null","293","null","133","null","91","null","58","null","29","null","29","null",
