"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012M","B08303_012MA","B08303_012EA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031062200","Census Tract 622, Cook County, Illinois","2018","229","null","null","0","11","null","null","89","63","null","null","117","null","57","null","126","null","63","null","218","null","84","null","117","53","null","null","445","null","130","null","229","null","96","null","163","null","68","null","331","null","96","null","130","56","null","null","53","null","44","null",
"1400000US17031062300","Census Tract 623, Cook County, Illinois","1142","138","null","null","20","16","null","null","8","13","null","null","19","null","17","null","123","null","75","null","109","null","61","null","101","44","null","null","354","null","90","null","56","null","35","null","120","null","59","null","126","null","50","null","84","40","null","null","22","null","16","null",
"1400000US17031062400","Census Tract 624, Cook County, Illinois","934","128","null","null","0","11","null","null","14","12","null","null","29","null","20","null","55","null","27","null","129","null","78","null","68","34","null","null","148","null","60","null","82","null","35","null","104","null","46","null","208","null","58","null","85","41","null","null","12","null","13","null",
"1400000US17031062500","Census Tract 625, Cook County, Illinois","980","111","null","null","0","11","null","null","46","34","null","null","38","null","36","null","39","null","51","null","133","null","49","null","20","12","null","null","229","null","75","null","88","null","38","null","115","null","49","null","180","null","56","null","47","35","null","null","45","null","48","null",
"1400000US17031062600","Census Tract 626, Cook County, Illinois","1244","147","null","null","4","6","null","null","43","24","null","null","40","null","30","null","125","null","64","null","95","null","42","null","51","33","null","null","235","null","78","null","104","null","41","null","178","null","58","null","235","null","66","null","74","34","null","null","60","null","45","null",
"1400000US17031062700","Census Tract 627, Cook County, Illinois","1660","255","null","null","9","13","null","null","49","49","null","null","85","null","46","null","191","null","86","null","272","null","127","null","85","58","null","null","350","null","135","null","121","null","76","null","176","null","84","null","186","null","78","null","136","75","null","null","0","null","11","null",
"1400000US17031062800","Census Tract 628, Cook County, Illinois","2619","185","null","null","22","31","null","null","12","14","null","null","163","null","74","null","149","null","66","null","215","null","82","null","172","68","null","null","748","null","120","null","257","null","81","null","272","null","92","null","363","null","111","null","194","97","null","null","52","null","38","null",
"1400000US17031062900","Census Tract 629, Cook County, Illinois","2749","275","null","null","12","18","null","null","132","69","null","null","59","null","44","null","183","null","98","null","365","null","109","null","316","93","null","null","711","null","183","null","120","null","59","null","291","null","92","null","222","null","81","null","286","109","null","null","52","null","53","null",
"1400000US17031063000","Census Tract 630, Cook County, Illinois","2410","199","null","null","32","37","null","null","127","85","null","null","106","null","62","null","205","null","83","null","398","null","144","null","243","95","null","null","693","null","151","null","96","null","58","null","98","null","61","null","246","null","73","null","134","58","null","null","32","null","25","null",
"1400000US17031063100","Census Tract 631, Cook County, Illinois","1806","160","null","null","0","11","null","null","28","20","null","null","115","null","70","null","108","null","55","null","120","null","70","null","146","58","null","null","560","null","155","null","118","null","49","null","254","null","75","null","191","null","67","null","163","68","null","null","3","null","9","null",
"1400000US17031063200","Census Tract 632, Cook County, Illinois","4135","444","null","null","0","15","null","null","193","152","null","null","202","null","151","null","486","null","260","null","542","null","220","null","249","135","null","null","719","null","234","null","264","null","159","null","446","null","208","null","619","null","188","null","313","120","null","null","102","null","97","null",
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","1731","198","null","null","0","11","null","null","22","24","null","null","101","null","102","null","118","null","57","null","278","null","117","null","90","59","null","null","281","null","86","null","216","null","80","null","122","null","57","null","278","null","88","null","187","112","null","null","38","null","32","null",
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","3116","362","null","null","0","11","null","null","48","46","null","null","155","null","79","null","250","null","148","null","346","null","136","null","427","195","null","null","638","null","184","null","145","null","79","null","275","null","110","null","371","null","147","null","233","107","null","null","228","null","138","null",
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","506","84","null","null","0","11","null","null","18","23","null","null","15","null","14","null","36","null","21","null","57","null","27","null","19","17","null","null","98","null","36","null","43","null","26","null","36","null","33","null","72","null","32","null","93","39","null","null","19","null","17","null",
"1400000US17031063400","Census Tract 634, Cook County, Illinois","1599","173","null","null","41","41","null","null","31","31","null","null","36","null","29","null","77","null","66","null","151","null","75","null","136","102","null","null","401","null","97","null","131","null","57","null","122","null","60","null","296","null","124","null","145","63","null","null","32","null","28","null",
