"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003EA","B08303_003M","B08303_003MA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Annotation of Margin of Error!!Total:!!Less than 5 minutes","Annotation of Estimate!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Annotation of Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Annotation of Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Annotation of Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Annotation of Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Annotation of Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Annotation of Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Annotation of Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Annotation of Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Annotation of Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Annotation of Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Annotation of Margin of Error!!Total:!!30 to 34 minutes","Annotation of Estimate!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Annotation of Margin of Error!!Total:!!35 to 39 minutes","Annotation of Estimate!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Annotation of Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Annotation of Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Annotation of Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Annotation of Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Annotation of Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Annotation of Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Annotation of Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes","Annotation of Margin of Error!!Total:!!90 or more minutes",
"1400000US17031720700","Census Tract 7207, Cook County, Illinois","1469","546","null","null","0","12","null","null","40","null","43","null","17","null","25","null","171","null","147","null","184","null","165","null","66","null","60","null","320","221","null","null","44","49","null","null","233","null","190","null","132","null","78","null","211","null","77","null","51","null","54","null",
"1400000US17031730100","Census Tract 7301, Cook County, Illinois","944","191","null","null","0","12","null","null","8","null","13","null","97","null","48","null","72","null","52","null","137","null","86","null","87","null","56","null","72","50","null","null","9","16","null","null","98","null","69","null","156","null","92","null","174","null","90","null","34","null","35","null",
"1400000US17031730201","Census Tract 7302.01, Cook County, Illinois","1947","490","null","null","0","17","null","null","48","null","56","null","152","null","128","null","175","null","136","null","171","null","128","null","11","null","18","null","362","247","null","null","39","58","null","null","82","null","87","null","342","null","192","null","343","null","181","null","222","null","193","null",
"1400000US17031730202","Census Tract 7302.02, Cook County, Illinois","1149","236","null","null","9","15","null","null","14","null","22","null","6","null","13","null","52","null","49","null","260","null","128","null","33","null","51","null","402","132","null","null","39","51","null","null","28","null","35","null","25","null","25","null","220","null","108","null","61","null","46","null",
"1400000US17031730300","Census Tract 7303, Cook County, Illinois","303","85","null","null","8","12","null","null","0","null","12","null","10","null","13","null","12","null","10","null","64","null","48","null","34","null","23","null","50","28","null","null","22","23","null","null","18","null","22","null","0","null","12","null","62","null","68","null","23","null","16","null",
"1400000US17031730400","Census Tract 7304, Cook County, Illinois","1728","370","null","null","0","12","null","null","1","null","3","null","104","null","74","null","213","null","114","null","63","null","52","null","213","null","127","null","263","153","null","null","10","16","null","null","157","null","88","null","146","null","86","null","314","null","109","null","244","null","207","null",
"1400000US17031730500","Census Tract 7305, Cook County, Illinois","1642","421","null","null","9","18","null","null","22","null","34","null","220","null","220","null","101","null","82","null","143","null","107","null","113","null","76","null","199","125","null","null","43","53","null","null","93","null","80","null","173","null","122","null","385","null","247","null","141","null","99","null",
"1400000US17031730600","Census Tract 7306, Cook County, Illinois","974","208","null","null","74","73","null","null","67","null","79","null","93","null","63","null","55","null","54","null","124","null","70","null","35","null","54","null","204","158","null","null","0","12","null","null","0","null","12","null","167","null","97","null","122","null","79","null","33","null","42","null",
"1400000US17031730700","Census Tract 7307, Cook County, Illinois","830","166","null","null","0","12","null","null","15","null","18","null","60","null","57","null","18","null","18","null","117","null","63","null","19","null","29","null","154","103","null","null","42","50","null","null","47","null","68","null","149","null","66","null","114","null","60","null","95","null","72","null",
"1400000US17031740100","Census Tract 7401, Cook County, Illinois","1288","239","null","null","28","30","null","null","123","null","114","null","81","null","64","null","134","null","77","null","178","null","121","null","42","null","38","null","170","105","null","null","51","48","null","null","82","null","53","null","196","null","91","null","196","null","78","null","7","null","13","null",
"1400000US17031740200","Census Tract 7402, Cook County, Illinois","2612","334","null","null","82","62","null","null","290","null","133","null","209","null","88","null","126","null","65","null","347","null","106","null","170","null","67","null","411","149","null","null","86","59","null","null","275","null","88","null","309","null","115","null","256","null","121","null","51","null","44","null",
"1400000US17031740300","Census Tract 7403, Cook County, Illinois","2291","253","null","null","15","13","null","null","102","null","60","null","234","null","107","null","237","null","136","null","341","null","119","null","116","null","69","null","246","98","null","null","152","80","null","null","209","null","92","null","358","null","158","null","240","null","97","null","41","null","39","null",
"1400000US17031740400","Census Tract 7404, Cook County, Illinois","2311","370","null","null","19","23","null","null","88","null","67","null","299","null","220","null","229","null","105","null","296","null","133","null","172","null","112","null","272","101","null","null","133","79","null","null","131","null","81","null","369","null","167","null","271","null","101","null","32","null","38","null",
"1400000US17031750100","Census Tract 7501, Cook County, Illinois","1383","267","null","null","10","17","null","null","120","null","65","null","0","null","12","null","108","null","78","null","156","null","107","null","96","null","83","null","219","91","null","null","28","34","null","null","35","null","39","null","168","null","108","null","369","null","142","null","74","null","65","null",
"1400000US17031750200","Census Tract 7502, Cook County, Illinois","1401","430","null","null","50","56","null","null","74","null","66","null","40","null","51","null","135","null","75","null","263","null","238","null","82","null","65","null","76","68","null","null","72","53","null","null","71","null","73","null","295","null","203","null","243","null","98","null","0","null","12","null",
"1400000US17031750300","Census Tract 7503, Cook County, Illinois","986","115","null","null","30","21","null","null","81","null","39","null","110","null","52","null","35","null","22","null","100","null","53","null","30","null","23","null","137","53","null","null","52","27","null","null","58","null","34","null","232","null","90","null","103","null","52","null","18","null","20","null",
"1400000US17031750400","Census Tract 7504, Cook County, Illinois","1399","256","null","null","21","31","null","null","66","null","48","null","171","null","104","null","78","null","45","null","112","null","60","null","118","null","76","null","207","101","null","null","181","107","null","null","76","null","61","null","130","null","67","null","164","null","91","null","75","null","54","null",
"1400000US17031750500","Census Tract 7505, Cook County, Illinois","1843","513","null","null","76","105","null","null","11","null","26","null","52","null","58","null","128","null","99","null","393","null","225","null","33","null","36","null","352","191","null","null","147","99","null","null","140","null","135","null","228","null","124","null","197","null","155","null","86","null","85","null",
"1400000US17031750600","Census Tract 7506, Cook County, Illinois","1234","355","null","null","30","28","null","null","6","null","10","null","56","null","55","null","88","null","70","null","250","null","178","null","58","null","55","null","140","127","null","null","32","53","null","null","155","null","136","null","234","null","83","null","149","null","86","null","36","null","44","null",
"1400000US17031760801","Census Tract 7608.01, Cook County, Illinois","2294","439","null","null","52","62","null","null","239","null","231","null","147","null","105","null","221","null","149","null","121","null","68","null","267","null","235","null","693","230","null","null","30","45","null","null","43","null","61","null","159","null","99","null","264","null","160","null","58","null","66","null",
"1400000US17031760802","Census Tract 7608.02, Cook County, Illinois","1015","187","null","null","25","29","null","null","27","null","24","null","13","null","22","null","192","null","84","null","57","null","46","null","30","null","33","null","346","175","null","null","38","27","null","null","78","null","45","null","42","null","33","null","152","null","77","null","15","null","24","null",
"1400000US17031760803","Census Tract 7608.03, Cook County, Illinois","3453","696","null","null","0","17","null","null","30","null","35","null","190","null","224","null","303","null","173","null","644","null","206","null","397","null","376","null","876","361","null","null","112","88","null","null","227","null","135","null","457","null","150","null","187","null","113","null","30","null","36","null",
"1400000US17031770201","Census Tract 7702.01, Cook County, Illinois","2930","404","null","null","13","20","null","null","304","null","148","null","160","null","103","null","468","null","200","null","268","null","124","null","124","null","109","null","541","217","null","null","82","73","null","null","230","null","191","null","418","null","174","null","280","null","129","null","42","null","46","null",
"1400000US17031770202","Census Tract 7702.02, Cook County, Illinois","1644","333","null","null","40","56","null","null","226","null","155","null","180","null","103","null","196","null","105","null","151","null","98","null","189","null","102","null","317","184","null","null","67","52","null","null","58","null","56","null","41","null","51","null","155","null","84","null","24","null","25","null",
"1400000US17031770300","Census Tract 7703, Cook County, Illinois","3481","508","null","null","33","37","null","null","297","null","134","null","626","null","252","null","416","null","149","null","397","null","193","null","247","null","151","null","453","198","null","null","12","21","null","null","170","null","112","null","428","null","201","null","340","null","285","null","62","null","61","null",
"1400000US17031770400","Census Tract 7704, Cook County, Illinois","2361","438","null","null","21","21","null","null","381","null","237","null","399","null","183","null","342","null","85","null","327","null","118","null","177","null","94","null","217","90","null","null","146","104","null","null","61","null","43","null","126","null","82","null","72","null","57","null","92","null","78","null",
