"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004M","B08301_004MA","B08301_004EA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010M","B08301_010MA","B08301_010EA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021M","B08301_021MA","B08301_021EA",
"1400000US17031808301","Census Tract 8083.01, Cook County, Illinois","2587","338","null","null","2244","290","null","null","1929","null","253","null","315","150","null","null","315","150","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","184","89","null","null","25","41","null","null","0","15","null","null","28","33","null","null","131","73","null","null","0","null","15","null","14","22","null","null","0","15","null","null","0","15","null","null","82","88","null","null","20","32","null","null","43","43","null","null",
"1400000US17031808302","Census Tract 8083.02, Cook County, Illinois","1825","182","null","null","1629","178","null","null","1468","null","169","null","161","83","null","null","131","75","null","null","10","15","null","null","14","16","null","null","0","11","null","null","6","10","null","null","116","59","null","null","24","21","null","null","0","11","null","null","10","16","null","null","82","57","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","10","16","null","null","0","11","null","null","70","46","null","null",
"1400000US17031808400","Census Tract 8084, Cook County, Illinois","2144","210","null","null","1769","203","null","null","1617","null","200","null","152","70","null","null","111","67","null","null","0","11","null","null","5","8","null","null","22","25","null","null","14","16","null","null","151","78","null","null","56","55","null","null","0","11","null","null","21","26","null","null","74","43","null","null","0","null","11","null","0","11","null","null","0","11","null","null","7","12","null","null","43","33","null","null","21","26","null","null","153","79","null","null",
"1400000US17031808500","Census Tract 8085, Cook County, Illinois","2002","192","null","null","1787","190","null","null","1619","null","176","null","168","72","null","null","101","51","null","null","36","27","null","null","25","32","null","null","6","11","null","null","0","11","null","null","53","34","null","null","0","11","null","null","0","11","null","null","17","20","null","null","36","28","null","null","0","null","11","null","0","11","null","null","0","11","null","null","20","33","null","null","12","16","null","null","19","20","null","null","111","80","null","null",
"1400000US17031808600","Census Tract 8086, Cook County, Illinois","936","103","null","null","630","87","null","null","599","null","88","null","31","19","null","null","21","13","null","null","10","10","null","null","0","11","null","null","0","11","null","null","0","11","null","null","197","54","null","null","0","11","null","null","0","11","null","null","17","14","null","null","180","53","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","26","22","null","null","17","16","null","null","66","63","null","null",
"1400000US17031808702","Census Tract 8087.02, Cook County, Illinois","1788","165","null","null","305","93","null","null","243","null","87","null","62","33","null","null","15","15","null","null","0","15","null","null","8","14","null","null","23","26","null","null","16","16","null","null","297","87","null","null","119","54","null","null","0","15","null","null","117","45","null","null","61","31","null","null","0","null","15","null","4","10","null","null","0","15","null","null","34","33","null","null","964","139","null","null","36","30","null","null","148","52","null","null",
"1400000US17031808800","Census Tract 8088, Cook County, Illinois","1820","201","null","null","908","136","null","null","823","null","124","null","85","49","null","null","76","46","null","null","0","11","null","null","9","17","null","null","0","11","null","null","0","11","null","null","505","105","null","null","101","52","null","null","0","11","null","null","188","75","null","null","216","79","null","null","0","null","11","null","0","11","null","null","0","11","null","null","42","30","null","null","170","63","null","null","19","20","null","null","176","64","null","null",
"1400000US17031808900","Census Tract 8089, Cook County, Illinois","1869","133","null","null","1169","137","null","null","1043","null","143","null","126","55","null","null","116","54","null","null","0","11","null","null","10","14","null","null","0","11","null","null","0","11","null","null","416","102","null","null","7","10","null","null","0","11","null","null","19","21","null","null","390","98","null","null","0","null","11","null","0","11","null","null","0","11","null","null","38","38","null","null","21","22","null","null","9","15","null","null","216","63","null","null",
"1400000US17031809000","Census Tract 8090, Cook County, Illinois","1734","139","null","null","1207","150","null","null","1059","null","138","null","148","71","null","null","143","69","null","null","5","8","null","null","0","11","null","null","0","11","null","null","0","11","null","null","265","72","null","null","21","23","null","null","0","11","null","null","36","27","null","null","208","63","null","null","0","null","11","null","0","11","null","null","0","11","null","null","37","32","null","null","44","38","null","null","0","11","null","null","181","71","null","null",
"1400000US17031809100","Census Tract 8091, Cook County, Illinois","1679","150","null","null","1103","130","null","null","965","null","119","null","138","60","null","null","131","58","null","null","7","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","340","89","null","null","18","17","null","null","0","11","null","null","86","58","null","null","236","69","null","null","0","null","11","null","7","10","null","null","0","11","null","null","52","34","null","null","39","41","null","null","24","21","null","null","114","56","null","null",
"1400000US17031809200","Census Tract 8092, Cook County, Illinois","2030","321","null","null","1299","270","null","null","1188","null","247","null","111","68","null","null","24","30","null","null","17","20","null","null","53","50","null","null","0","11","null","null","17","25","null","null","256","131","null","null","188","118","null","null","0","11","null","null","34","42","null","null","34","42","null","null","0","null","11","null","0","11","null","null","0","11","null","null","87","72","null","null","106","73","null","null","20","35","null","null","262","162","null","null",
"1400000US17031809300","Census Tract 8093, Cook County, Illinois","1592","274","null","null","497","138","null","null","488","null","141","null","9","17","null","null","9","17","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","254","75","null","null","8","16","null","null","0","11","null","null","174","75","null","null","72","51","null","null","0","null","11","null","0","11","null","null","0","11","null","null","211","161","null","null","539","160","null","null","0","11","null","null","91","76","null","null",
