"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_001MA","B25031_001EA","B25031_002E","B25031_002M","B25031_002MA","B25031_002EA","B25031_003E","B25031_003M","B25031_003MA","B25031_003EA","B25031_004E","B25031_004M","B25031_004MA","B25031_004EA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007M","B25031_007MA","B25031_007EA",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Annotation of Margin of Error!!Median gross rent --!!Total:","Annotation of Estimate!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US17031803100","Census Tract 8031, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803200","Census Tract 8032, Cook County, Illinois","1007","184","null","null","-","**","**","-","936","22","null","null","1100","77","null","null","1758","null","147","null","-","-","**","**","-","**","**","-",
"1400000US17031803300","Census Tract 8033, Cook County, Illinois","1364","163","null","null","1075","919","null","null","977","740","null","null","1540","260","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803400","Census Tract 8034, Cook County, Illinois","1167","273","null","null","-","**","**","-","893","127","null","null","1212","473","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803500","Census Tract 8035, Cook County, Illinois","2210","78","null","null","-","**","**","-","2308","119","null","null","1428","111","null","null","2225","null","464","null","-","-","**","**","-","**","**","-",
"1400000US17031803603","Census Tract 8036.03, Cook County, Illinois","1615","889","null","null","-","**","**","-","-","**","**","-","1375","288","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803604","Census Tract 8036.04, Cook County, Illinois","1289","92","null","null","-","**","**","-","1120","68","null","null","1347","82","null","null","2162","null","256","null","-","-","**","**","-","**","**","-",
"1400000US17031803605","Census Tract 8036.05, Cook County, Illinois","1094","90","null","null","-","**","**","-","840","669","null","null","1148","69","null","null","1672","null","499","null","-","-","**","**","-","**","**","-",
"1400000US17031803606","Census Tract 8036.06, Cook County, Illinois","1065","40","null","null","-","**","**","-","942","27","null","null","1134","26","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803607","Census Tract 8036.07, Cook County, Illinois","1469","220","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","1670","null","493","null","-","**","**","-",
"1400000US17031803608","Census Tract 8036.08, Cook County, Illinois","1290","103","null","null","-","**","**","-","1269","155","null","null","1244","132","null","null","1724","null","83","null","-","-","**","**","-","**","**","-",
"1400000US17031803610","Census Tract 8036.10, Cook County, Illinois","1243","65","null","null","-","**","**","-","1110","51","null","null","1355","70","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803611","Census Tract 8036.11, Cook County, Illinois","1127","97","null","null","-","**","**","-","880","186","null","null","1230","147","null","null","1544","null","899","null","-","-","**","**","-","**","**","-",
"1400000US17031803612","Census Tract 8036.12, Cook County, Illinois","1155","57","null","null","-","**","**","-","1223","164","null","null","1139","60","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803701","Census Tract 8037.01, Cook County, Illinois","1231","139","null","null","-","**","**","-","990","61","null","null","1373","55","null","null","2170","null","384","null","-","-","**","**","-","**","**","-",
"1400000US17031803702","Census Tract 8037.02, Cook County, Illinois","1509","262","null","null","-","**","**","-","938","531","null","null","1546","380","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803800","Census Tract 8038, Cook County, Illinois","1118","277","null","null","-","**","**","-","900","137","null","null","1322","208","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031803901","Census Tract 8039.01, Cook County, Illinois","1607","878","null","null","-","**","**","-","1142","678","null","null","1800","651","null","null","2406","null","323","null","-","-","**","**","-","**","**","-",
"1400000US17031803902","Census Tract 8039.02, Cook County, Illinois","1858","179","null","null","-","**","**","-","-","**","**","-","1795","286","null","null","1744","null","179","null","2227","null","51","null","-","**","**","-",
"1400000US17031804000","Census Tract 8040, Cook County, Illinois","1457","392","null","null","1069","138","null","null","-","**","**","-","1511","522","null","null","1635","null","592","null","-","-","**","**","-","**","**","-",
"1400000US17031804102","Census Tract 8041.02, Cook County, Illinois","1625","652","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031804104","Census Tract 8041.04, Cook County, Illinois","2092","160","null","null","-","**","**","-","-","**","**","-","-","**","**","-","2181","null","160","null","-","-","**","**","-","**","**","-",
"1400000US17031804105","Census Tract 8041.05, Cook County, Illinois","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031804106","Census Tract 8041.06, Cook County, Illinois","1681","248","null","null","-","**","**","-","-","**","**","-","1485","329","null","null","1896","null","312","null","-","-","**","**","-","**","**","-",
"1400000US17031804108","Census Tract 8041.08, Cook County, Illinois","1421","29","null","null","1405","38","null","null","1323","34","null","null","1664","54","null","null","1473","null","239","null","-","-","**","**","-","**","**","-",
"1400000US17031804109","Census Tract 8041.09, Cook County, Illinois","960","54","null","null","858","16","null","null","969","33","null","null","1269","152","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031804201","Census Tract 8042.01, Cook County, Illinois","1435","579","null","null","-","**","**","-","-","**","**","-","1098","906","null","null","2231","null","673","null","-","-","**","**","-","**","**","-",
"1400000US17031804202","Census Tract 8042.02, Cook County, Illinois","1727","201","null","null","-","**","**","-","245","35","null","null","1801","125","null","null","2201","null","322","null","-","-","**","**","-","**","**","-",
"1400000US17031804305","Census Tract 8043.05, Cook County, Illinois","1540","156","null","null","-","**","**","-","1163","66","null","null","1438","120","null","null","1780","null","60","null","-","-","**","**","-","**","**","-",
"1400000US17031804306","Census Tract 8043.06, Cook County, Illinois","1680","102","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1651","null","103","null","1938","null","503","null","-","**","**","-",
"1400000US17031804308","Census Tract 8043.08, Cook County, Illinois","1814","102","null","null","-","**","**","-","-","**","**","-","1649","75","null","null","2027","null","207","null","-","-","**","**","-","**","**","-",
"1400000US17031804309","Census Tract 8043.09, Cook County, Illinois","1677","265","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1699","null","102","null","-","-","**","**","-","**","**","-",
"1400000US17031804310","Census Tract 8043.10, Cook County, Illinois","1854","139","null","null","-","**","**","-","-","**","**","-","1668","119","null","null","1997","null","361","null","-","-","**","**","-","**","**","-",
"1400000US17031804311","Census Tract 8043.11, Cook County, Illinois","1848","921","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1461","null","298","null","-","-","**","**","-","**","**","-",
"1400000US17031804403","Census Tract 8044.03, Cook County, Illinois","1192","85","null","null","-","**","**","-","1132","31","null","null","1184","150","null","null","2367","null","1325","null","-","-","**","**","-","**","**","-",
"1400000US17031804404","Census Tract 8044.04, Cook County, Illinois","1662","161","null","null","-","**","**","-","-","**","**","-","-","**","**","-","1536","null","249","null","-","-","**","**","-","**","**","-",
"1400000US17031804405","Census Tract 8044.05, Cook County, Illinois","1025","96","null","null","-","**","**","-","846","16","null","null","1112","179","null","null","1089","null","118","null","-","-","**","**","-","**","**","-",
"1400000US17031804406","Census Tract 8044.06, Cook County, Illinois","1269","146","null","null","-","**","**","-","-","**","**","-","1354","143","null","null","1199","null","192","null","-","-","**","**","-","**","**","-",
"1400000US17031804505","Census Tract 8045.05, Cook County, Illinois","1391","95","null","null","-","**","**","-","1246","188","null","null","1375","101","null","null","2217","null","95","null","-","-","**","**","-","**","**","-",
"1400000US17031804506","Census Tract 8045.06, Cook County, Illinois","2266","381","null","null","-","**","**","-","2431","539","null","null","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031804507","Census Tract 8045.07, Cook County, Illinois","1848","474","null","null","-","**","**","-","-","**","**","-","1902","359","null","null","1741","null","261","null","-","-","**","**","-","**","**","-",
"1400000US17031804508","Census Tract 8045.08, Cook County, Illinois","1174","59","null","null","-","**","**","-","1145","70","null","null","1131","53","null","null","1672","null","412","null","-","-","**","**","-","**","**","-",
"1400000US17031804509","Census Tract 8045.09, Cook County, Illinois","1443","446","null","null","-","**","**","-","-","**","**","-","1145","64","null","null","1950","null","441","null","-","-","**","**","-","**","**","-",
"1400000US17031804510","Census Tract 8045.10, Cook County, Illinois","1004","241","null","null","-","**","**","-","852","49","null","null","967","43","null","null","1611","null","174","null","2076","null","323","null","-","**","**","-",
"1400000US17031804511","Census Tract 8045.11, Cook County, Illinois","1075","63","null","null","-","**","**","-","967","24","null","null","1124","37","null","null","2049","null","1665","null","-","-","**","**","-","**","**","-",
"1400000US17031804603","Census Tract 8046.03, Cook County, Illinois","1378","45","null","null","1139","238","null","null","1256","71","null","null","1433","66","null","null","1924","null","223","null","-","-","**","**","-","**","**","-",
"1400000US17031804606","Census Tract 8046.06, Cook County, Illinois","1411","192","null","null","-","**","**","-","-","**","**","-","1490","210","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031804607","Census Tract 8046.07, Cook County, Illinois","1449","137","null","null","-","**","**","-","1245","195","null","null","1429","143","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031804608","Census Tract 8046.08, Cook County, Illinois","1668","102","null","null","-","**","**","-","-","**","**","-","1622","121","null","null","1864","null","203","null","-","-","**","**","-","**","**","-",
"1400000US17031804609","Census Tract 8046.09, Cook County, Illinois","1595","89","null","null","-","**","**","-","1486","118","null","null","1702","61","null","null","1238","null","930","null","-","-","**","**","-","**","**","-",
"1400000US17031804610","Census Tract 8046.10, Cook County, Illinois","1411","35","null","null","-","**","**","-","1371","110","null","null","1405","38","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031804611","Census Tract 8046.11, Cook County, Illinois","1393","66","null","null","-","**","**","-","-","**","**","-","1455","61","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031804701","Census Tract 8047.01, Cook County, Illinois","1380","58","null","null","1095","63","null","null","1295","86","null","null","1429","59","null","null","1766","null","71","null","-","-","**","**","-","**","**","-",
"1400000US17031804705","Census Tract 8047.05, Cook County, Illinois","1390","92","null","null","-","**","**","-","1063","179","null","null","1409","85","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031804706","Census Tract 8047.06, Cook County, Illinois","2083","393","null","null","-","**","**","-","-","**","**","-","-","**","**","-","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031804709","Census Tract 8047.09, Cook County, Illinois","1167","58","null","null","975","51","null","null","1135","91","null","null","1161","45","null","null","1841","null","170","null","-","-","**","**","-","**","**","-",
"1400000US17031804710","Census Tract 8047.10, Cook County, Illinois","1418","106","null","null","-","**","**","-","-","**","**","-","1332","76","null","null","2012","null","320","null","-","-","**","**","-","**","**","-",
"1400000US17031804711","Census Tract 8047.11, Cook County, Illinois","1380","37","null","null","-","**","**","-","1266","135","null","null","1391","39","null","null","2024","null","399","null","-","-","**","**","-","**","**","-",
